Wed Nov  1 11:21:16 2023    result/profile_binary.txt

         514503093 function calls (514502921 primitive calls) in 553.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:517(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/cluster/_kmeans.py:912(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:999(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2096(_clip_dispatcher)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /home/zihan/denElli/big_matrix_cocluster/coclusterSVD.py:56(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/linalg/linalg.py:130(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/linalg/linalg.py:203(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:1311(_on_error_fd_closer)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3380(_mean_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3649(_var_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:437(__enter__)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:3032(parameters)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/multiarray.py:1393(may_share_memory)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/numeric.py:63(_zeros_like_dispatcher)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/npyio.py:471(_save_dispatcher)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/twodim_base.py:230(_diag_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2687(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:543(__enter__)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/arrayprint.py:898(_none_or_positive_arg)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:1966(_internal_poll)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:450(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 <attrs generated init big_matrix_cocluster.submatrix.submatrix>:1(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/ctypes/util.py:172(_get_soname)
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:65(_recreate_cm)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/multiarray.py:85(empty_like)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:355(get_version)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:1089(__enter__)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:130(set_additional_attributes)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/linalg/linalg.py:1495(_svd_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}


